Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week
S1816,Olivia,Johnson,olivia816@university.com,Female,18,CS,91.04,54.18,79.68,69.6,62.12,81.4,69.36,72.07,C,13.65
S1817,John,Williams,john817@university.com,Male,24,Mathematics,50.01,54.47,52.49,62.52,88.35,56.78,59.58,58.53,F,17.61
S1818,Omar,Johnson,omar818@university.com,Female,22,Engineering,51.82,94.15,44.4,94.71,53.69,84.4,65.49,68.05,D,26.47
S1819,Olivia,Davis,olivia819@university.com,Male,22,Business,80.19,69.6,42.4,99.22,63.01,49.13,83.34,68.52,D,12.11
S1820,Ava,Miller,ava820@university.com,Female,21,CS,81.81,67.25,91.81,95.85,99.81,49.22,93.15,84.81,B,11.65
S1821,Ahmed,Smith,ahmed821@university.com,Female,22,Engineering,69.74,78.76,49.04,96.63,62.98,83.77,51.02,68.56,D,10.13
S1822,Liam,Williams,liam822@university.com,Male,18,Engineering,72.38,89.77,58.16,73.39,56.37,67.81,94.39,72.82,C,16.38
S1823,Emma,Jones,emma823@university.com,Female,23,Mathematics,94.98,94.65,96.6,76.01,80.63,86.71,56.55,86.78,B,20.02
S1824,Ahmed,Brown,ahmed824@university.com,Male,20,CS,69.4,54.54,95.47,76.09,40.8,41.17,98.65,72.6,C,10.54
S1825,Ava,Williams,ava825@university.com,Male,22,CS,59.13,74.44,78.24,77.84,84.3,60.14,88.26,75.26,C,15.82
S1826,Sara,Davis,sara826@university.com,Male,21,Engineering,64.88,41.98,75.41,76.21,56.98,42.28,99.73,66.2,D,17.05
S1827,Olivia,Williams,olivia827@university.com,Male,21,Mathematics,72.62,42.59,58.58,66.01,90.3,79.25,63.77,63.33,D,29.19
S1828,Olivia,Smith,olivia828@university.com,Male,21,Mathematics,60.07,97.54,76.8,63.08,44.02,41.69,62.24,69.89,D,27.04
S1829,Sara,Miller,sara829@university.com,Female,24,Mathematics,86.2,52.72,46.31,84.42,49.51,87.26,65.55,63.58,D,13.17
S1830,Ahmed,Smith,ahmed830@university.com,Female,24,CS,84.63,74.31,94.45,56.12,72.04,92.77,70.5,78.48,C,17.05
S1831,Maria,Williams,maria831@university.com,Female,23,Mathematics,63.91,59.47,96.71,64.13,67.65,80.28,58.11,71.87,C,17.16
S1832,John,Miller,john832@university.com,Female,19,Engineering,95.89,51.85,99.05,86.81,86.46,79.37,73.58,82.51,B,19.29
S1833,Emma,Jones,emma833@university.com,Female,19,Business,96.68,83.2,85.23,60.95,66.58,77.07,88.5,80.95,B,7.6
S1834,Maria,Jones,maria834@university.com,Male,24,Mathematics,64.03,89.23,75.06,75.43,59.11,83.86,64.39,74.07,C,23.43
S1835,Ahmed,Johnson,ahmed835@university.com,Male,23,CS,70.55,77.75,81.96,85.56,43.12,91.58,72.91,75.64,C,11.56
S1836,Olivia,Williams,olivia836@university.com,Male,22,Business,74.15,93.21,62.7,87.49,45.81,68.56,99.58,76.53,C,24.26
S1837,Emma,Garcia,emma837@university.com,Male,21,Business,69.89,59.48,98.89,56.74,58.89,69.13,73.9,72.35,C,16.78
S1838,Olivia,Garcia,olivia838@university.com,Male,19,Mathematics,69.0,70.12,76.3,77.99,69.18,70.3,58.82,71.46,C,25.32
S1839,Ava,Garcia,ava839@university.com,Male,24,Mathematics,63.15,53.47,67.93,63.25,84.06,78.16,93.75,68.33,D,7.07
S1840,Ahmed,Davis,ahmed840@university.com,Female,18,CS,96.7,51.01,55.17,70.33,62.99,87.68,72.82,67.01,D,9.27
S1841,John,Jones,john841@university.com,Male,22,Mathematics,75.46,48.85,76.7,78.29,82.88,96.26,95.61,74.67,C,28.65
S1842,Maria,Jones,maria842@university.com,Male,23,Engineering,71.93,72.45,98.08,62.76,91.51,72.78,78.47,79.85,C,13.58
S1843,Noah,Smith,noah843@university.com,Female,20,Mathematics,50.47,66.54,42.76,77.19,60.31,68.41,80.66,60.67,D,26.72
S1844,Omar,Brown,omar844@university.com,Male,19,Mathematics,87.68,98.09,86.77,51.12,75.99,81.72,91.27,82.94,B,6.4
S1845,Ahmed,Brown,ahmed845@university.com,Male,24,CS,93.14,49.77,88.74,92.67,94.86,55.92,95.2,81.81,B,13.02
S1846,Liam,Williams,liam846@university.com,Female,23,Engineering,62.7,98.93,98.98,96.25,87.14,59.55,90.85,89.15,B,15.22
S1847,Omar,Davis,omar847@university.com,Male,23,Business,90.29,44.75,51.49,69.31,69.09,61.3,66.04,62.34,D,29.1
S1848,Liam,Williams,liam848@university.com,Female,19,Engineering,57.37,41.78,44.3,82.99,65.9,85.82,99.63,61.33,D,21.48
S1849,Olivia,Garcia,olivia849@university.com,Male,18,Engineering,52.68,48.43,77.35,60.39,70.24,72.69,64.18,63.06,D,28.71
S1850,Omar,Davis,omar850@university.com,Male,18,Engineering,67.05,97.71,72.84,53.21,78.57,75.26,94.79,76.89,C,21.33
S1851,Liam,Garcia,liam851@university.com,Male,20,Business,68.21,78.36,47.74,71.52,56.48,93.27,52.03,64.08,D,27.84
S1852,Emma,Smith,emma852@university.com,Female,20,Engineering,85.7,68.8,64.14,57.57,66.51,86.24,63.2,68.57,D,5.13
S1853,Liam,Miller,liam853@university.com,Male,22,CS,98.63,76.41,47.2,66.04,92.06,53.95,80.38,71.72,C,15.07
S1854,Sara,Davis,sara854@university.com,Female,24,Business,53.4,51.63,52.87,86.91,51.35,74.41,60.76,59.52,F,26.54
S1855,Noah,Garcia,noah855@university.com,Female,22,CS,52.81,44.84,99.57,89.18,95.32,51.7,98.03,77.08,C,8.57
S1856,John,Brown,john856@university.com,Female,21,Engineering,69.81,81.63,69.36,75.63,56.07,67.3,73.54,71.81,C,22.67
S1857,Liam,Smith,liam857@university.com,Female,20,CS,77.83,78.75,40.81,58.11,99.09,44.56,83.94,66.87,D,9.4
S1858,Liam,Garcia,liam858@university.com,Female,19,Mathematics,59.86,92.52,82.27,72.69,72.44,90.98,74.01,78.15,C,14.33
S1859,Sara,Smith,sara859@university.com,Male,22,Engineering,92.78,70.88,46.34,84.7,71.15,57.88,71.13,69.51,D,12.46
S1860,Omar,Jones,omar860@university.com,Male,18,Business,53.93,71.64,64.17,79.44,45.35,65.86,58.74,64.08,D,29.68
S1861,Emma,Smith,emma861@university.com,Female,24,CS,78.99,77.14,56.97,94.74,41.45,60.92,86.09,71.53,C,7.0
S1862,Maria,Miller,maria862@university.com,Female,23,Mathematics,79.46,73.6,84.34,90.63,47.71,41.1,84.48,76.59,C,12.53
S1863,Omar,Brown,omar863@university.com,Male,18,Mathematics,84.53,74.34,64.27,68.18,53.01,80.18,98.53,73.01,C,9.39
S1864,Ahmed,Jones,ahmed864@university.com,Male,18,Engineering,54.48,66.03,61.35,75.81,58.29,81.27,93.2,67.3,D,12.47
S1865,Sara,Jones,sara865@university.com,Female,18,Engineering,54.3,82.85,51.77,84.5,63.42,64.95,73.46,67.27,D,14.19
S1866,John,Brown,john866@university.com,Female,18,CS,86.71,43.31,93.27,85.15,52.97,51.0,71.58,72.76,C,25.44
S1867,John,Jones,john867@university.com,Female,18,Engineering,94.84,52.64,53.65,63.98,47.64,78.36,53.76,61.82,D,8.36
S1868,Olivia,Brown,olivia868@university.com,Male,20,CS,97.78,86.33,90.54,88.03,50.09,90.01,59.76,83.26,B,27.32
S1869,Ahmed,Smith,ahmed869@university.com,Male,19,Business,63.39,76.24,92.28,99.95,76.47,64.28,61.26,79.81,C,11.43
S1870,Ahmed,Miller,ahmed870@university.com,Male,18,CS,92.28,76.66,42.41,95.07,73.45,92.11,91.72,75.16,C,25.83
S1871,Maria,Williams,maria871@university.com,Male,24,Engineering,66.71,89.07,42.3,93.54,70.76,63.9,74.86,70.18,C,21.69
S1872,Sara,Smith,sara872@university.com,Male,19,CS,77.21,40.48,45.71,52.71,83.53,44.86,85.82,58.19,F,11.24
S1873,Olivia,Williams,olivia873@university.com,Female,19,Mathematics,71.04,97.69,75.96,90.37,46.56,63.84,66.84,77.27,C,19.24
S1874,John,Johnson,john874@university.com,Male,19,Engineering,60.64,76.22,70.22,93.35,97.16,64.29,75.32,76.36,C,29.29
S1875,John,Garcia,john875@university.com,Male,18,Engineering,56.49,73.41,96.78,70.75,59.62,76.4,96.52,77.4,C,25.92
S1876,Ahmed,Williams,ahmed876@university.com,Male,22,Mathematics,74.69,97.7,86.18,74.42,60.26,72.96,87.42,81.87,B,24.6
S1877,Olivia,Smith,olivia877@university.com,Female,21,Mathematics,68.47,70.35,73.62,86.43,61.29,76.76,79.27,73.6,C,18.69
S1878,Olivia,Miller,olivia878@university.com,Female,22,CS,71.38,56.33,63.05,91.8,48.92,67.37,74.62,67.23,D,5.92
S1879,Liam,Jones,liam879@university.com,Female,21,Engineering,91.34,89.85,57.54,93.74,86.31,65.07,87.42,80.74,B,29.03
S1880,Emma,Garcia,emma880@university.com,Male,18,CS,88.98,55.16,89.78,85.2,96.74,64.54,83.1,80.81,B,16.62
S1881,Noah,Smith,noah881@university.com,Male,24,Engineering,62.76,80.54,72.55,61.65,74.42,89.29,51.43,69.96,D,20.77
S1882,Sara,Brown,sara882@university.com,Male,24,Mathematics,86.03,70.02,93.65,95.99,43.31,89.24,51.88,78.7,C,14.18
S1883,Sara,Jones,sara883@university.com,Male,21,CS,81.12,82.4,57.88,70.6,53.43,95.95,74.41,71.29,C,20.76
S1884,Ahmed,Davis,ahmed884@university.com,Male,18,Mathematics,83.59,63.66,40.08,56.01,72.07,80.51,70.87,62.01,D,23.27
S1885,Maria,Miller,maria885@university.com,Female,20,Engineering,80.42,66.66,96.64,52.39,91.01,99.85,94.35,80.94,B,25.26
S1886,Olivia,Miller,olivia886@university.com,Male,20,Engineering,61.57,84.09,58.27,58.8,87.19,58.75,95.72,70.67,C,26.02
S1887,Noah,Brown,noah887@university.com,Female,24,Engineering,59.4,77.49,60.19,60.56,58.79,50.73,95.1,66.46,D,14.93
S1888,Noah,Johnson,noah888@university.com,Male,20,Engineering,51.95,78.31,43.04,96.31,97.7,51.37,83.82,69.38,D,7.31
S1889,John,Miller,john889@university.com,Male,20,CS,84.53,70.81,79.04,94.48,66.43,94.07,87.53,80.87,B,17.22
S1890,Olivia,Garcia,olivia890@university.com,Male,18,Business,76.37,93.18,90.27,94.14,95.32,46.27,56.44,84.27,B,18.93
S1891,John,Smith,john891@university.com,Male,19,Engineering,72.5,59.96,66.3,63.13,49.88,81.35,75.73,65.54,D,10.0
S1892,Liam,Miller,liam892@university.com,Female,18,CS,84.27,86.74,41.2,94.52,74.16,88.71,90.4,75.36,C,9.75
S1893,Ahmed,Smith,ahmed893@university.com,Male,22,CS,83.47,68.62,78.54,51.92,77.29,86.67,75.02,73.23,C,13.94
S1894,Olivia,Smith,olivia894@university.com,Male,18,Business,51.57,83.59,90.15,70.76,85.89,50.48,66.11,75.33,C,29.36
S1895,Ava,Jones,ava895@university.com,Male,19,CS,75.88,74.67,84.96,98.23,44.41,43.21,96.88,78.58,C,18.25
S1896,Olivia,Johnson,olivia896@university.com,Male,20,CS,77.78,84.38,69.95,63.61,50.16,77.25,85.95,73.05,C,19.24
S1897,Sara,Garcia,sara897@university.com,Female,21,Mathematics,94.06,55.4,75.58,96.8,80.69,64.87,84.48,78.36,C,13.6
S1898,Emma,Smith,emma898@university.com,Female,21,Mathematics,85.56,46.0,42.01,78.02,81.69,87.75,67.01,63.5,D,5.16
S1899,Maria,Garcia,maria899@university.com,Female,23,Business,76.87,90.45,42.01,68.34,54.22,66.84,53.62,64.5,D,28.85
S1900,Noah,Davis,noah900@university.com,Female,20,Engineering,84.76,48.53,78.39,52.73,64.44,50.64,55.48,64.45,D,19.18
S1901,Ava,Williams,ava901@university.com,Female,19,Engineering,56.99,45.77,65.47,96.68,72.54,71.65,57.06,65.11,D,5.02
S1902,Ava,Johnson,ava902@university.com,Male,19,Engineering,67.08,92.48,73.83,75.82,83.62,74.79,58.13,76.3,C,21.85
S1903,Maria,Miller,maria903@university.com,Male,19,Engineering,90.29,99.38,62.64,72.24,42.79,40.82,96.07,75.84,C,8.22
S1904,Olivia,Miller,olivia904@university.com,Female,21,Mathematics,84.41,47.69,65.52,62.36,84.9,55.72,94.09,68.62,D,27.3
S1905,Sara,Davis,sara905@university.com,Male,21,Engineering,50.73,44.86,74.63,96.81,92.0,98.95,76.39,71.55,C,24.7
S1906,Liam,Davis,liam906@university.com,Female,20,Mathematics,55.15,83.14,70.23,85.44,54.94,59.47,66.71,70.41,C,5.64
S1907,Emma,Johnson,emma907@university.com,Male,20,Engineering,81.53,84.98,66.24,96.63,77.95,57.3,81.92,79.13,C,12.17
S1908,Liam,Johnson,liam908@university.com,Male,24,Engineering,74.46,60.52,95.45,51.22,74.89,72.94,60.97,72.05,C,15.72
S1909,Omar,Williams,omar909@university.com,Male,20,CS,96.7,52.2,48.81,92.79,80.86,51.19,63.47,68.06,D,25.02
S1910,Sara,Miller,sara910@university.com,Male,22,Business,99.32,58.91,46.92,55.35,83.17,91.27,62.85,65.88,D,5.52
S1911,Ava,Jones,ava911@university.com,Male,18,Business,70.76,76.91,68.87,72.98,61.75,75.2,81.22,72.22,C,21.33
S1912,Omar,Johnson,omar912@university.com,Female,20,Mathematics,78.34,61.27,62.87,70.59,83.65,67.1,92.84,71.31,C,28.6
S1913,Ava,Jones,ava913@university.com,Female,22,CS,71.84,63.54,64.31,56.28,88.82,42.15,76.41,66.63,D,21.55
S1914,Omar,Smith,omar914@university.com,Female,20,Engineering,80.28,81.51,62.98,93.45,74.1,66.37,53.36,74.17,C,16.62
S1915,Liam,Garcia,liam915@university.com,Female,24,CS,92.12,53.71,91.99,51.67,94.77,47.1,82.29,75.37,C,11.25
S1916,Olivia,Miller,olivia916@university.com,Female,21,Business,64.79,69.74,65.27,70.53,53.88,48.18,59.83,64.34,D,6.38
S1917,Omar,Williams,omar917@university.com,Female,19,Business,50.46,77.64,58.98,98.66,51.62,60.75,67.89,67.63,D,5.21
S1918,Maria,Davis,maria918@university.com,Female,20,CS,87.46,59.73,76.65,93.56,40.93,66.14,61.21,71.78,C,14.72
S1919,Ahmed,Brown,ahmed919@university.com,Male,23,Business,52.7,67.43,72.98,94.39,46.28,89.36,60.5,68.94,D,14.85
S1920,Liam,Jones,liam920@university.com,Female,24,CS,74.09,74.27,89.53,63.76,44.51,82.47,74.15,73.9,C,27.41
S1921,Emma,Brown,emma921@university.com,Female,23,Business,74.52,55.46,93.1,78.85,53.27,56.15,90.16,74.52,C,6.1
S1922,Ava,Davis,ava922@university.com,Female,20,Engineering,65.48,57.54,88.67,54.38,88.34,80.15,86.62,73.16,C,15.81
S1923,Noah,Williams,noah923@university.com,Male,24,Business,50.12,54.69,80.83,56.06,46.83,64.66,82.39,63.23,D,22.8
S1924,John,Garcia,john924@university.com,Female,23,Business,53.98,96.42,55.64,92.67,91.81,86.35,58.44,74.53,C,25.55
S1925,Sara,Garcia,sara925@university.com,Female,22,Engineering,66.21,98.65,42.24,72.26,46.79,61.08,99.91,68.78,D,27.22
S1926,John,Jones,john926@university.com,Female,24,Mathematics,78.16,78.87,52.57,57.26,94.26,98.13,99.59,73.52,C,24.74
S1927,Noah,Johnson,noah927@university.com,Male,20,Business,63.94,97.01,43.8,80.15,43.43,93.63,76.49,68.64,D,21.73
S1928,Noah,Johnson,noah928@university.com,Male,21,Mathematics,99.99,54.64,85.8,79.32,55.67,98.91,94.89,79.28,C,8.21
S1929,Olivia,Jones,olivia929@university.com,Male,24,Engineering,63.74,41.97,65.22,94.76,98.96,78.22,58.08,68.09,D,27.65
S1930,John,Garcia,john930@university.com,Male,20,Engineering,95.74,61.12,64.65,50.92,56.23,88.28,80.77,68.5,D,23.84
S1931,Omar,Davis,omar931@university.com,Male,20,Business,60.99,66.32,86.92,89.2,67.2,87.53,91.93,77.81,C,21.37
S1932,Liam,Garcia,liam932@university.com,Female,23,CS,95.66,76.51,73.59,98.06,77.64,55.57,64.62,79.76,C,22.63
S1933,Maria,Davis,maria933@university.com,Male,18,Mathematics,86.01,81.24,45.75,96.13,74.11,61.82,87.83,74.29,C,11.43
S1934,Sara,Smith,sara934@university.com,Male,24,Mathematics,51.99,90.36,66.89,81.83,53.27,80.62,88.61,73.09,C,16.83
S1935,Noah,Brown,noah935@university.com,Female,24,Mathematics,63.6,83.38,52.37,62.49,60.19,75.35,72.72,65.74,D,23.63
S1936,Sara,Miller,sara936@university.com,Male,19,Engineering,91.31,53.66,71.47,90.3,61.21,78.53,62.28,72.12,C,7.73
S1937,Noah,Smith,noah937@university.com,Female,24,CS,92.55,86.63,56.14,90.59,72.01,43.17,72.85,75.48,C,28.55
S1938,Noah,Williams,noah938@university.com,Female,19,CS,85.25,67.06,46.05,85.38,41.87,92.21,56.93,65.01,D,8.18
S1939,Maria,Johnson,maria939@university.com,Female,18,Business,85.29,94.7,79.15,88.69,61.5,50.99,82.14,81.74,B,13.19
S1940,Sara,Jones,sara940@university.com,Male,24,Business,81.59,55.43,96.92,58.49,97.94,40.89,74.06,75.57,C,13.33
S1941,Maria,Smith,maria941@university.com,Female,18,CS,60.47,54.45,47.79,85.77,44.15,59.87,64.12,58.6,F,18.88
S1942,Emma,Smith,emma942@university.com,Male,21,Engineering,79.26,62.18,69.16,65.69,48.51,52.83,55.28,64.49,D,22.08
S1943,Liam,Miller,liam943@university.com,Female,20,Engineering,97.53,83.78,43.12,94.21,91.76,66.6,79.29,76.73,C,29.4
S1944,Olivia,Davis,olivia944@university.com,Male,20,Business,66.01,94.81,64.55,87.41,46.81,54.85,90.37,74.57,C,24.07
S1945,Ahmed,Jones,ahmed945@university.com,Male,18,CS,52.37,88.07,76.26,59.93,69.69,84.54,88.52,73.57,C,17.49
S1946,John,Davis,john946@university.com,Female,23,Mathematics,98.69,79.8,64.49,64.02,83.87,54.53,58.59,73.46,C,18.25
S1947,Noah,Miller,noah947@university.com,Female,19,CS,99.47,80.75,99.1,51.44,60.29,46.47,63.12,78.22,C,25.97
S1948,Omar,Davis,omar948@university.com,Male,21,Business,61.68,86.7,76.51,98.55,62.42,80.89,53.18,76.11,C,14.91
S1949,John,Davis,john949@university.com,Male,18,Engineering,84.55,64.25,92.52,70.77,64.17,42.17,77.56,75.56,C,22.72
S1950,Noah,Jones,noah950@university.com,Male,23,CS,65.19,95.26,59.26,62.61,72.05,89.43,55.16,70.23,C,28.58
S1951,John,Garcia,john951@university.com,Female,20,Engineering,59.06,82.72,63.1,70.11,87.0,97.77,56.33,70.92,C,15.52
S1952,Liam,Johnson,liam952@university.com,Male,18,Engineering,96.89,45.48,41.17,90.29,46.49,99.2,80.97,65.17,D,21.27
S1953,Noah,Garcia,noah953@university.com,Male,19,CS,74.32,57.91,78.29,64.41,54.16,83.83,52.02,66.77,D,7.37
S1954,Emma,Garcia,emma954@university.com,Female,24,Mathematics,64.74,40.11,53.43,67.02,99.46,71.41,60.24,60.68,D,13.37
S1955,Ahmed,Davis,ahmed955@university.com,Female,21,Mathematics,68.24,92.4,63.7,66.75,52.44,62.67,65.83,69.61,D,21.93
S1956,Maria,Miller,maria956@university.com,Male,22,Engineering,84.45,74.02,81.02,50.14,95.85,46.66,70.31,74.2,C,24.28
S1957,Sara,Williams,sara957@university.com,Male,18,Business,56.35,43.51,58.32,57.88,50.44,85.65,50.79,54.82,F,18.95
S1958,Noah,Garcia,noah958@university.com,Male,18,Engineering,68.35,46.37,81.32,98.93,83.6,95.72,90.22,76.86,C,9.08
S1959,John,Jones,john959@university.com,Male,22,Business,94.89,60.99,73.08,67.98,47.55,75.36,76.26,71.05,C,10.07
S1960,Omar,Garcia,omar960@university.com,Male,22,CS,76.34,59.46,46.66,72.14,55.2,94.55,55.09,61.58,D,6.23
S1961,Emma,Smith,emma961@university.com,Male,20,Engineering,85.51,80.64,41.47,70.59,59.98,80.16,60.81,66.0,D,19.77
S1962,Ahmed,Garcia,ahmed962@university.com,Female,24,Mathematics,69.54,87.45,88.18,85.81,52.25,54.83,99.8,80.78,B,7.58
S1963,Liam,Brown,liam963@university.com,Female,18,CS,99.05,76.82,87.61,54.28,51.01,85.5,51.1,74.75,C,25.42
S1964,Ava,Miller,ava964@university.com,Female,24,Engineering,79.83,76.29,68.81,90.78,43.76,88.93,74.74,74.35,C,8.34
S1965,Olivia,Williams,olivia965@university.com,Female,22,CS,76.03,84.53,70.58,71.12,63.89,41.59,66.78,71.77,C,29.4
S1966,Noah,Davis,noah966@university.com,Female,20,Mathematics,66.47,75.27,90.84,72.06,41.08,44.47,75.52,72.43,C,29.24
S1967,Emma,Smith,emma967@university.com,Female,19,Engineering,89.23,45.6,71.25,91.82,89.81,97.37,84.91,76.43,C,10.19
S1968,Noah,Jones,noah968@university.com,Female,22,Engineering,89.41,55.54,82.52,60.74,42.42,52.07,58.93,67.0,D,13.44
S1969,Noah,Williams,noah969@university.com,Male,24,Mathematics,89.68,76.99,99.16,82.0,91.62,96.75,96.49,89.59,B,14.54
S1970,Omar,Jones,omar970@university.com,Female,18,Engineering,87.34,91.47,69.7,56.55,81.77,52.36,72.06,75.3,C,6.63
S1971,Liam,Davis,liam971@university.com,Female,20,CS,83.63,82.26,73.52,95.18,46.66,50.63,71.43,75.99,C,8.17
S1972,Emma,Brown,emma972@university.com,Female,19,CS,89.29,67.75,96.46,74.32,67.76,87.1,91.08,82.44,B,18.86
S1973,Maria,Davis,maria973@university.com,Male,20,Business,51.33,40.75,92.79,52.25,83.87,92.32,54.9,65.38,D,15.91
S1974,Ava,Williams,ava974@university.com,Male,20,Engineering,91.71,69.38,85.75,91.67,60.88,93.53,73.52,80.94,B,18.2
S1975,Ahmed,Jones,ahmed975@university.com,Female,18,Engineering,90.63,47.96,54.0,72.67,71.03,85.82,72.37,66.22,D,24.75
S1976,Ava,Garcia,ava976@university.com,Female,23,CS,72.44,43.77,68.56,84.46,76.46,72.29,73.44,68.04,D,12.34
S1977,Emma,Williams,emma977@university.com,Male,20,Mathematics,61.34,74.53,65.41,75.75,50.24,79.77,92.63,70.1,C,11.45
S1978,John,Miller,john978@university.com,Female,21,Mathematics,83.54,82.19,57.49,73.52,97.37,86.0,98.48,78.25,C,23.66
S1979,Maria,Jones,maria979@university.com,Female,20,CS,89.41,82.25,75.38,72.5,91.5,97.41,74.95,81.1,B,28.29
S1980,Ahmed,Miller,ahmed980@university.com,Male,22,Business,92.31,61.38,89.95,92.54,65.44,43.99,50.08,76.24,C,18.08
S1981,Ahmed,Smith,ahmed981@university.com,Male,21,Engineering,99.03,61.02,67.13,56.68,42.88,86.52,78.53,68.81,D,24.02
S1982,Maria,Smith,maria982@university.com,Female,20,Engineering,68.91,68.39,77.82,95.39,65.15,87.0,63.42,74.99,C,22.45
S1983,Emma,Miller,emma983@university.com,Male,22,Mathematics,65.43,47.82,51.94,79.39,43.84,91.75,98.07,63.05,D,11.17
S1984,Ahmed,Brown,ahmed984@university.com,Female,20,Business,66.69,83.66,80.16,53.59,84.84,43.18,77.15,73.17,C,11.5
S1985,Ava,Garcia,ava985@university.com,Female,21,Mathematics,84.46,73.9,91.52,55.87,87.14,80.41,55.75,77.02,C,22.37
S1986,Olivia,Johnson,olivia986@university.com,Female,24,Engineering,95.9,94.71,84.34,59.89,90.6,52.23,87.14,83.78,B,22.14
S1987,Sara,Jones,sara987@university.com,Male,18,CS,76.63,78.32,97.2,55.05,58.53,76.68,98.2,79.23,C,7.39
S1988,Ava,Garcia,ava988@university.com,Male,21,CS,64.1,66.62,50.27,93.66,82.29,45.11,82.5,68.29,D,21.34
S1989,Ava,Miller,ava989@university.com,Female,24,Business,69.6,69.4,46.62,70.98,58.99,42.13,56.84,60.31,D,24.1
S1990,Liam,Davis,liam990@university.com,Male,18,Mathematics,61.58,50.87,88.62,56.75,68.12,96.31,59.29,67.64,D,29.45
S1991,Sara,Jones,sara991@university.com,Male,21,Business,71.33,48.36,41.34,93.46,73.25,76.52,96.35,65.51,D,21.63
S1992,Olivia,Williams,olivia992@university.com,Female,20,CS,86.67,40.02,75.77,95.8,57.28,51.13,82.58,70.86,C,22.82
S1993,Maria,Davis,maria993@university.com,Male,19,Mathematics,52.42,48.91,64.84,74.17,55.81,61.39,58.14,59.44,F,17.23
S1994,Liam,Garcia,liam994@university.com,Female,24,CS,57.84,65.58,72.25,51.13,66.65,86.88,84.0,66.93,D,20.88
S1995,Sara,Davis,sara995@university.com,Female,24,CS,54.75,63.4,64.4,78.85,49.13,50.6,64.27,62.69,D,28.9
S1996,Omar,Miller,omar996@university.com,Male,19,Mathematics,93.91,75.15,80.45,90.21,79.55,63.88,75.68,81.48,B,25.08
S1997,Maria,Williams,maria997@university.com,Male,23,CS,92.29,46.93,98.16,97.98,61.45,43.95,58.35,76.64,C,29.82
S1998,Omar,Davis,omar998@university.com,Male,24,Business,67.83,57.29,55.42,83.21,65.16,97.92,84.19,67.8,D,24.8
S1999,John,Smith,john999@university.com,Female,20,CS,77.1,95.14,93.99,72.41,56.46,63.59,69.39,80.72,B,12.17
